"id","time","kemendagri_kabupaten_kode","kemendagri_kabupaten_nama","street","type","avg_location","total_records","date"
5931593,2022-07-06 00:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999999]",240,2022-07-06
5931594,2022-07-06 00:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931595,2022-07-06 00:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.783179, -6.443203999999998]",22,2022-07-06
5931597,2022-07-06 01:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",61,2022-07-06
5931596,2022-07-06 01:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",244,2022-07-06
5931599,2022-07-06 02:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931598,2022-07-06 02:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931601,2022-07-06 03:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931600,2022-07-06 03:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.3997949999999975]",240,2022-07-06
5931603,2022-07-06 04:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931602,2022-07-06 04:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.3997949999999975]",240,2022-07-06
5931605,2022-07-06 05:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931606,2022-07-06 05:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.76900353846153, -6.403442769230768]",13,2022-07-06
5931607,2022-07-06 05:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,JAM,"[106.897671, -6.401319]",3,2022-07-06
5931604,2022-07-06 05:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931608,2022-07-06 05:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89730899999996, -6.419224]",19,2022-07-06
5931616,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,JAM,"[106.89698320231209, -6.393820231213869]",173,2022-07-06
5931609,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.80868000000007, -6.368617]",30,2022-07-06
5931610,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931611,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931612,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Lenteng Agung Barat,JAM,"[106.830834, -6.356895000000001]",27,2022-07-06
5931613,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.77268, -6.395132]",5,2022-07-06
5931614,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,N6 RE Martadinata,JAM,"[106.748337, -6.357618000000001]",32,2022-07-06
5931615,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Putri Tunggal,JAM,"[106.88808700000003, -6.3701279999999985]",16,2022-07-06
5931617,2022-07-06 06:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89730899999996, -6.419224]",16,2022-07-06
5931622,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Lenteng Agung Barat,JAM,"[106.830834, -6.356895]",4,2022-07-06
5931618,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.81036200000003, -6.369121000000004]",29,2022-07-06
5931619,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",244,2022-07-06
5931620,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",61,2022-07-06
5931621,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Lembah Indah,JAM,"[106.79447200000001, -6.365336]",21,2022-07-06
5931623,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.77268000000002, -6.395131999999999]",26,2022-07-06
5931624,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,N6 Jalan Raya Parung-Bogor,JAM,"[106.73197499999998, -6.424162999999998]",15,2022-07-06
5931625,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Putri Tunggal,JAM,"[106.88806958823531, -6.370180588235293]",17,2022-07-06
5931626,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Tol Cimanggis-Cibitung,WEATHERHAZARD,"[106.90814, -6.389644]",5,2022-07-06
5931627,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,JAM,"[106.89746471428573, -6.403731285714286]",14,2022-07-06
5931628,2022-07-06 07:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.897229, -6.421248000000001]",14,2022-07-06
5931631,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.3997949999999975]",244,2022-07-06
5931632,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Gerbang Tol Cibubur 2,WEATHERHAZARD,"[106.894452, -6.366827]",32,2022-07-06
5931633,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,JAM,"[106.79111199999994, -6.362959000000001]",22,2022-07-06
5931634,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",61,2022-07-06
5931635,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Lembah Indah,JAM,"[106.79430620000004, -6.3653186000000055]",30,2022-07-06
5931636,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,N6 Jalan Raya Parung-Bogor,JAM,"[106.73197499999998, -6.424162999999998]",16,2022-07-06
5931637,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,N6 Jalan Raya Parung-Bogor,WEATHERHAZARD,"[106.733519, -6.418499]",4,2022-07-06
5931638,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Putri Tunggal,JAM,"[106.88822562295091, -6.369794918032782]",61,2022-07-06
5931639,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Rawa Jati,JAM,"[106.79204400000002, -6.364412000000001]",15,2022-07-06
5931629,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.81012974999997, -6.368986416666668]",24,2022-07-06
5931630,2022-07-06 08:00:00.000,"32.76",KOTA DEPOK,Curug Agung,JAM,"[106.80795600000006, -6.368478999999997]",20,2022-07-06
5931649,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,N6 Jalan Raya Parung-Bogor,WEATHERHAZARD,"[106.73351899999996, -6.418498999999998]",18,2022-07-06
5931650,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Permata,JAM,"[106.730724, -6.4163369999999995]",30,2022-07-06
5931652,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89621444444442, -6.422804432098764]",81,2022-07-06
5931651,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Rawa Jati,JAM,"[106.79204400000002, -6.364412000000001]",16,2022-07-06
5931640,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.81074684931491, -6.3691268082191765]",73,2022-07-06
5931641,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Curug Agung,JAM,"[106.80218999999995, -6.3683163999999985]",50,2022-07-06
5931642,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.3997949999999975]",240,2022-07-06
5931643,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Flyover Arif Rahman Hakim,JAM,"[106.82410899999998, -6.390095000000001]",13,2022-07-06
5931644,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Ir H Juanda,JAM,"[106.83513290163943, -6.378246655737712]",61,2022-07-06
5931645,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,JAM,"[106.791112, -6.362959]",8,2022-07-06
5931646,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999993, -6.363434999999996]",60,2022-07-06
5931653,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.83806899999996, -6.451204000000001]",15,2022-07-06
5931647,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,Margonda Raya,JAM,"[106.82450237704914, -6.392070049180328]",61,2022-07-06
5931648,2022-07-06 09:00:00.000,"32.76",KOTA DEPOK,N6 Jalan Raya Parung-Bogor,JAM,"[106.73159699999998, -6.4256949999999975]",31,2022-07-06
5931655,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Bukit Cinere,WEATHERHAZARD,"[106.79380199999996, -6.3400560000000015]",19,2022-07-06
5931654,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Arif Rahman Hakim,JAM,"[106.81694999999996, -6.388914]",16,2022-07-06
5931656,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931657,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Flyover Arif Rahman Hakim,JAM,"[106.82227156410256, -6.389882692307692]",39,2022-07-06
5931658,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Jalan Raya Bogor,JAM,"[106.859178, -6.359073999999999]",14,2022-07-06
5931659,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Komjen Pol M Jasin,JAM,"[106.858996, -6.357613999999999]",12,2022-07-06
5931660,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,WEATHERHAZARD,"[106.79100399999996, -6.363434999999998]",54,2022-07-06
5931661,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Margonda Raya,JAM,"[106.82476300000005, -6.391572999999997]",29,2022-07-06
5931662,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Muchtar Raya,JAM,"[106.75980910000006, -6.405800524999995]",40,2022-07-06
5931663,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.76730416393443, -6.403548196721304]",61,2022-07-06
5931664,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Nusantara,JAM,"[106.81431399999998, -6.389629]",14,2022-07-06
5931665,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89546892307696, -6.42807023076923]",39,2022-07-06
5931666,2022-07-06 10:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.83806899999996, -6.451204000000001]",18,2022-07-06
5931677,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.76632299999997, -6.4035]",30,2022-07-06
5931669,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931667,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Arif Rahman Hakim,JAM,"[106.81694999999996, -6.388914]",16,2022-07-06
5931670,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Flyover Arif Rahman Hakim,JAM,"[106.82052599999999, -6.389681]",12,2022-07-06
5931671,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Jalan Raya Bogor,JAM,"[106.859178, -6.359074]",4,2022-07-06
5931672,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Komjen Pol M Jasin,JAM,"[106.858996, -6.357614000000001]",3,2022-07-06
5931668,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Bukit Cinere,WEATHERHAZARD,"[106.79380200000001, -6.340055999999999]",8,2022-07-06
5931673,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Muchtar Raya,JAM,"[106.75701975409834, -6.4063566393442635]",61,2022-07-06
5931674,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.76785083333337, -6.4027251904761915]",84,2022-07-06
5931675,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Nusantara,JAM,"[106.81431399999998, -6.389629]",18,2022-07-06
5931676,2022-07-06 11:00:00.000,"32.76",KOTA DEPOK,Permata,JAM,"[106.73069799999998, -6.416304999999996]",30,2022-07-06
5931680,2022-07-06 12:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.7717, -6.400443000000001]",9,2022-07-06
5931679,2022-07-06 12:00:00.000,"32.76",KOTA DEPOK,Muchtar Raya,JAM,"[106.75498605555548, -6.407351166666667]",36,2022-07-06
5931678,2022-07-06 12:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931681,2022-07-06 13:00:00.000,"32.76",KOTA DEPOK,Arah Tol Lkr Luar/TMII/Cawang,JAM,"[106.896119, -6.379359999999999]",6,2022-07-06
5931682,2022-07-06 13:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999967, -6.399794999999999]",232,2022-07-06
5931683,2022-07-06 13:00:00.000,"32.76",KOTA DEPOK,Durian 1,JAM,"[106.80942800000001, -6.3941529999999975]",32,2022-07-06
5931684,2022-07-06 13:00:00.000,"32.76",KOTA DEPOK,Gandul Raya,WEATHERHAZARD,"[106.79686799999999, -6.332726]",45,2022-07-06
5931685,2022-07-06 13:00:00.000,"32.76",KOTA DEPOK,Kemakmuran,JAM,"[106.83647199999997, -6.397351999999999]",18,2022-07-06
5931686,2022-07-06 13:00:00.000,"32.76",KOTA DEPOK,N6 RE Martadinata,JAM,"[106.748296, -6.357928]",15,2022-07-06
5931687,2022-07-06 14:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999998]",240,2022-07-06
5931688,2022-07-06 14:00:00.000,"32.76",KOTA DEPOK,Gandul Raya,WEATHERHAZARD,"[106.796868, -6.332726]",2,2022-07-06
5931689,2022-07-06 14:00:00.000,"32.76",KOTA DEPOK,Gerbang Tol Cibubur 1,WEATHERHAZARD,"[106.89537599999996, -6.366726999999998]",14,2022-07-06
5931690,2022-07-06 14:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,ACCIDENT,"[106.76966399999998, -6.403501000000002]",17,2022-07-06
5931691,2022-07-06 14:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,WEATHERHAZARD,"[106.772758, -6.394840000000001]",13,2022-07-06
5931692,2022-07-06 14:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.83783100000004, -6.450891999999997]",12,2022-07-06
5931699,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,N6 Cinangka Raya,JAM,"[106.742389, -6.400988]",2,2022-07-06
5931693,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999999]",232,2022-07-06
5931694,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Margonda Raya,WEATHERHAZARD,"[106.832986, -6.359216]",5,2022-07-06
5931695,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Margonda Raya (Jalur Lambat),JAM,"[106.83318400000005, -6.371963999999999]",30,2022-07-06
5931696,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Muchtar Raya,JAM,"[106.75749425, -6.4056628999999985]",20,2022-07-06
5931697,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,ACCIDENT,"[106.76966400000008, -6.403501000000005]",54,2022-07-06
5931698,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,WEATHERHAZARD,"[106.77275799999998, -6.394840000000001]",11,2022-07-06
5931700,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,N8 Jalan Raya Bogor,JAM,"[106.853928, -6.45209]",4,2022-07-06
5931701,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89848800000001, -6.408127999999999]",7,2022-07-06
5931702,2022-07-06 15:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.83783100000004, -6.450891999999997]",17,2022-07-06
5931703,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Arif Rahman Hakim,JAM,"[106.81674707608695, -6.388917913043478]",92,2022-07-06
5931704,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.81178737142862, -6.36940062857142]",70,2022-07-06
5931705,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999999]",236,2022-07-06
5931706,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Flyover Arif Rahman Hakim,JAM,"[106.824526, -6.390082]",7,2022-07-06
5931707,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Ir H Juanda,JAM,"[106.86470899999996, -6.381815999999995]",32,2022-07-06
5931708,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Limo Raya,JAM,"[106.77577700000002, -6.360250999999999]",6,2022-07-06
5931719,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Trans Yogi,JAM,"[106.91345300000008, -6.375340999999999]",32,2022-07-06
5931709,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Margonda Raya,JAM,"[106.82806390909087, -6.3848657272727305]",44,2022-07-06
5931710,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Margonda Raya,WEATHERHAZARD,"[106.832986, -6.359216]",6,2022-07-06
5931711,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Muchtar Raya,JAM,"[106.75844501639345, -6.405580409836061]",61,2022-07-06
5931712,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,N6 Cinangka Raya,JAM,"[106.742389, -6.400988000000002]",25,2022-07-06
5931713,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Nusantara,JAM,"[106.81438494202908, -6.390173289855068]",69,2022-07-06
5931714,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Pondok Cabe Raya,JAM,"[106.76504300000005, -6.346764000000002]",15,2022-07-06
5931715,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Rawa Jati,JAM,"[106.79725819047611, -6.367184952380954]",42,2022-07-06
5931716,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Sawangan Raya,JAM,"[106.78634400000004, -6.394463000000001]",15,2022-07-06
5931717,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Sentosa Raya,JAM,"[106.837483, -6.391246]",13,2022-07-06
5931718,2022-07-06 16:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89547499999996, -6.403397499999999]",74,2022-07-06
5931725,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Ir H Juanda,JAM,"[106.84517199999996, -6.379557000000003]",29,2022-07-06
5931720,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Arif Rahman Hakim,JAM,"[106.81885400000007, -6.389021000000004]",29,2022-07-06
5931721,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.813181, -6.369794]",11,2022-07-06
5931722,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999966, -6.399794999999997]",240,2022-07-06
5931723,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Exit 12: Sawangan/Parung/Depok,JAM,"[106.78352832352947, -6.394403529411764]",34,2022-07-06
5931724,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Haji Asmawi,JAM,"[106.81354, -6.375107]",9,2022-07-06
5931726,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Jalan Raya Bogor,JAM,"[106.859277, -6.3578899999999985]",28,2022-07-06
5931727,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Jalan Raya Pramuka,JAM,"[106.79033899999996, -6.380088]",17,2022-07-06
5931728,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Kemakmuran,JAM,"[106.836448, -6.397703000000004]",30,2022-07-06
5931729,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Komjen Pol M Jasin,JAM,"[106.83400800000001, -6.355159999999999]",8,2022-07-06
5931730,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,JAM,"[106.79224700000002, -6.343920999999998]",24,2022-07-06
5931731,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Lenteng Agung Barat,JAM,"[106.83298800000006, -6.3457729999999986]",23,2022-07-06
5931732,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Margonda Raya,JAM,"[106.83374869999993, -6.369940400000001]",60,2022-07-06
5931733,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Muchtar Raya,JAM,"[106.75791907142866, -6.406335837301599]",252,2022-07-06
5931734,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,N6 Cinangka Raya,JAM,"[106.74456435593213, -6.383559542372881]",59,2022-07-06
5931735,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,N6 RE Martadinata,JAM,"[106.74964099999995, -6.352852999999998]",18,2022-07-06
5931736,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Nusantara,JAM,"[106.81437645454547, -6.390115818181818]",22,2022-07-06
5931737,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Pondok Cabe Raya,JAM,"[106.76504300000005, -6.346764000000002]",17,2022-07-06
5931738,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Raden Saleh,JAM,"[106.84072999999992, -6.404669000000004]",30,2022-07-06
5931739,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Rawa Jati,JAM,"[106.79661426923076, -6.366975269230769]",52,2022-07-06
5931740,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Sawangan Raya,ACCIDENT,"[106.77860199999999, -6.396003000000004]",27,2022-07-06
5931741,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Sawangan Raya,JAM,"[106.78466153703704, -6.394975037037034]",54,2022-07-06
5931742,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Sentosa Raya,JAM,"[106.837483, -6.391245999999998]",19,2022-07-06
5931743,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Sukatani Raya,JAM,"[106.88647099999994, -6.402343000000001]",30,2022-07-06
5931744,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Taman Bunga,JAM,"[106.89322499999994, -6.370027999999999]",30,2022-07-06
5931745,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Tanah Baru,JAM,"[106.80784881967215, -6.367162278688529]",61,2022-07-06
5931746,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Tole Iskandar,JAM,"[106.85979500000002, -6.409411000000003]",21,2022-07-06
5931747,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,JAM,"[106.89607949999997, -6.38318175]",20,2022-07-06
5931748,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,WEATHERHAZARD,"[106.89551037500003, -6.419210281250001]",32,2022-07-06
5931749,2022-07-06 17:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.84681012765955, -6.369565212765959]",47,2022-07-06
5931750,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Bukit Cinere,JAM,"[106.78405999999997, -6.333849]",11,2022-07-06
5931751,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Bungur Raya,JAM,"[106.81199433333335, -6.369360119047622]",42,2022-07-06
5931752,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Cinere Raya,JAM,"[106.78419450000008, -6.329995849999991]",60,2022-07-06
5931753,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Dewi Sartika,ROAD_CLOSED,"[106.81841149999967, -6.399794999999998]",240,2022-07-06
5931754,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Gas Alam,JAM,"[106.86880900000001, -6.38196]",5,2022-07-06
5931755,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Haji Asmawi,JAM,"[106.81354000000006, -6.375107000000002]",23,2022-07-06
5931756,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Ir H Juanda,JAM,"[106.86363500000006, -6.381705000000004]",35,2022-07-06
5931757,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Jalan Raya Bogor,JAM,"[106.86564670967742, -6.377040290322584]",31,2022-07-06
5931758,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Kemiri,JAM,"[106.74959113953486, -6.36067886046512]",43,2022-07-06
5931759,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Komjen Pol M Jasin,JAM,"[106.83400800000003, -6.355159999999999]",14,2022-07-06
5931760,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Krukut Raya,JAM,"[106.79224699999999, -6.343921000000001]",8,2022-07-06
5931761,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,JAM,"[106.77173300000003, -6.39971]",31,2022-07-06
5931762,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Muhtar Raya,WEATHERHAZARD,"[106.770088, -6.4034900000000015]",15,2022-07-06
5931763,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,N6 Cinangka Raya,JAM,"[106.747393, -6.362227]",2,2022-07-06
5931764,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,N6 RE Martadinata,JAM,"[106.74933151612899, -6.35426751612903]",62,2022-07-06
5931765,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Nurul Falah,ACCIDENT,"[106.87450600000008, -6.3822129999999975]",57,2022-07-06
5931766,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Nurul Falah,JAM,"[106.87415299999999, -6.382131]",6,2022-07-06
5931767,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Nusantara,JAM,"[106.81429145333345, -6.388019946666674]",75,2022-07-06
5931768,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Sawangan Raya,JAM,"[106.78365079999995, -6.395269636363636]",55,2022-07-06
5931769,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Tole Iskandar,JAM,"[106.85979499999999, -6.409411]",10,2022-07-06
5931770,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Tol Jagorawi,JAM,"[106.8957, -6.389187]",2,2022-07-06
5931771,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,Vila Bukit Raya,JAM,"[106.76702999999999, -6.344781999999999]",22,2022-07-06
5931772,2022-07-06 18:00:00.000,"32.76",KOTA DEPOK,,JAM,"[106.79929011764708, -6.3703649215686315]",51,2022-07-06
